HahnEcho Time,Normalised - LP1P0/LP1P1,Normalised - LP1P0/LP0P0,
63650.0,0.408322367109,0.848378143254,
63670.0,0.458579989546,0.82509896551,
63690.0,0.450269075533,0.836136515726,
63710.0,0.442306241038,0.982071045576,
63730.0,0.434888838549,0.814899035838,
63750.0,0.423655771398,0.792292813569,
63770.0,0.429794452992,0.808120271005,
63790.0,0.430092821602,0.821303550592,
63810.0,0.430821626224,0.953817153629,
63830.0,0.395134419645,0.884721512519,
63850.0,0.438389083778,0.809744897959,
63870.0,0.47511616855,0.825197753067,
63890.0,0.45002577724,0.846380843978,
63910.0,0.413182113262,0.886812556348,
63930.0,0.437795674256,0.856126237624,
63950.0,0.455641674407,0.903040497651,
63970.0,0.447997661502,0.896152496784,
63990.0,0.454458598726,0.905514309284,
64010.0,0.432382363838,0.926591598094,
64030.0,0.439263315802,0.889539565186,
64050.0,0.438532178035,0.896993107627,
64070.0,0.430860502688,0.868043327464,
64090.0,0.455733586802,0.860439032206,
64110.0,0.443365442347,0.836279482003,
64130.0,0.42729889653,0.856790123457,
64150.0,0.451339205,0.826999526739,
64170.0,0.446920266214,0.861139049535,
64190.0,0.422341125762,0.824189939504,
64210.0,0.402514299513,0.797339312407,
64230.0,0.4183209827,0.80657196551,
64250.0,0.433692581086,0.809888745643,
64270.0,0.471774339432,0.814185814186,
64290.0,0.44939642373,0.813746347165,
64310.0,0.463901823947,0.822229106278,
64330.0,0.466126057063,0.823075296108,
