,ExpValTimes,GrowthGenerator,ResultsDirectory,Run,RunIdx,TrueExpectationValues,TrueModel,TrueModelLatex,TrueParams
0,"[0.0, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 1.0, 1.05, 1.1, 1.15, 1.2, 1.25, 1.3, 1.35, 1.4, 1.45, 1.5, 1.55, 1.6, 1.65, 1.7, 1.75, 1.8, 1.85, 1.9, 1.95, 2.0, 2.05, 2.1, 2.15, 2.2, 2.25, 2.3, 2.35, 2.4, 2.45, 2.5, 2.55, 2.6, 2.65, 2.7, 2.75, 2.8, 2.85, 2.9, 2.95, 3.0, 3.05, 3.1, 3.15, 3.2, 3.25, 3.3, 3.35, 3.4, 3.45, 3.5, 3.55, 3.6, 3.65, 3.7, 3.75, 3.8, 3.85, 3.9, 3.95, 4.0, 4.05, 4.1, 4.15, 4.2, 4.25, 4.3, 4.35, 4.4, 4.45, 4.5, 4.55, 4.6, 4.65, 4.7, 4.75, 4.8, 4.85, 4.9, 4.95, 5.0, 5.05, 5.1, 5.15, 5.2, 5.25, 5.3, 5.35, 5.4, 5.45, 5.5, 5.55, 5.6, 5.65, 5.7, 5.75, 5.8, 5.85, 5.9, 5.95, 6.0, 6.05, 6.1, 6.15, 6.2, 6.25, 6.3, 6.35, 6.4, 6.45, 6.5, 6.55, 6.6, 6.65, 6.7, 6.75, 6.8, 6.85, 6.9, 6.95, 7.0, 7.05, 7.1, 7.15, 7.2, 7.25, 7.3, 7.35, 7.4, 7.45, 7.5, 7.55, 7.6, 7.65, 7.7, 7.75, 7.8, 7.85, 7.9, 7.95, 8.0, 8.05, 8.1, 8.15, 8.2, 8.25, 8.3, 8.35, 8.4, 8.45, 8.5, 8.55, 8.6, 8.65, 8.7, 8.75, 8.8, 8.85, 8.9, 8.95, 9.0, 9.05, 9.1, 9.15, 9.2, 9.25, 9.3, 9.35, 9.4, 9.45, 9.5, 9.55, 9.6, 9.65, 9.7, 9.75, 9.8, 9.85, 9.9, 9.95, 10.0, 10.05, 10.1, 10.15, 10.2, 10.25, 10.3, 10.35, 10.4, 10.45, 10.5, 10.55, 10.6, 10.65, 10.7, 10.75, 10.8, 10.85, 10.9, 10.95, 11.0, 11.05, 11.1, 11.15, 11.2, 11.25, 11.3, 11.35, 11.4, 11.45, 11.5, 11.55, 11.6, 11.65, 11.7, 11.75, 11.8, 11.85, 11.9, 11.95, 12.0, 12.05, 12.1, 12.15, 12.2, 12.25, 12.3, 12.35, 12.4, 12.45, 12.5, 12.55, 12.6, 12.65, 12.7, 12.75, 12.8, 12.85, 12.9, 12.95, 13.0, 13.05, 13.1, 13.15, 13.2, 13.25, 13.3, 13.35, 13.4, 13.45, 13.5, 13.55, 13.6, 13.65, 13.7, 13.75, 13.8, 13.85, 13.9, 13.95, 14.0, 14.05, 14.1, 14.15, 14.2, 14.25, 14.3, 14.35, 14.4, 14.45, 14.5, 14.55, 14.6, 14.65, 14.7, 14.75, 14.8, 14.85, 14.9, 14.95, 15.0]",reduced_nv_experiment,/home/bf16951/Dropbox/QML_share_stateofart/QMD/Launch/Results/Oct_07/17_09/,sim_1,0.0,"[1.         0.89677746 0.66476225 0.46525832 0.40265544 0.45496939
 0.52904561 0.56105158 0.55304618 0.52848452 0.48249357 0.39111155
 0.25828031 0.13318071 0.07318631 0.09521824 0.16670105 0.23711729
 0.27187815 0.26274846 0.22195021 0.17403659 0.14474343 0.14526526
 0.16727521 0.20235303 0.26628443 0.38829471 0.56139306 0.71052088
 0.73671653 0.61416226 0.43986689 0.36619127 0.46828984 0.67728316
 0.84758274 0.88651077 0.81407772 0.7070194  0.60951857 0.51452802
 0.41899515 0.36388221 0.39716375 0.50356792 0.59329669 0.57439064
 0.43505858 0.25102963 0.1162917  0.07163801 0.09340479 0.13401962
 0.16329658 0.17908869 0.19476521 0.2218275  0.25566938 0.27159201
 0.24346587 0.180612   0.14541895 0.21448201 0.40265466 0.62610025
 0.75805661 0.73568587 0.61257415 0.50227482 0.47463285 0.5145939
 0.57489265 0.64345593 0.73790043 0.84149171 0.87737944 0.77404548
 0.55622724 0.35019174 0.28148781 0.3648217  0.49732757 0.55642052
 0.49919714 0.37353971 0.25233965 0.17120399 0.12268966 0.08929995
 0.06878501 0.07320601 0.11518249 0.19495377 0.29047627 0.35751784
 0.35333778 0.27707857 0.18766347 0.16671931 0.2506338  0.39966027
 0.53956542 0.63012578 0.68287726 0.71404054 0.70267332 0.61931451
 0.49488178 0.43258632 0.52160522 0.73337316 0.92082808 0.9387462
 0.77012581 0.53297863 0.36753428 0.32349064 0.35116638 0.3798863
 0.38461632 0.37964445 0.37210201 0.34300843 0.27322934 0.1735113
 0.08137911 0.03369905 0.04640293 0.11251392 0.20681765 0.29186458
 0.33392083 0.32634833 0.29588679 0.27676411 0.27835829 0.28857881
 0.31226198 0.38955037 0.55250169 0.75866461 0.89013591 0.84776753
 0.65621053 0.46271399 0.4150567  0.53481857 0.71113319 0.81287945
 0.7970872  0.71086574 0.61112636 0.50847855 0.39164042 0.28126158
 0.23151383 0.2725589  0.36552656 0.42740883 0.40080331 0.29609777
 0.17118015 0.08082323 0.04616376 0.05844435 0.09700895 0.14403236
 0.1942175  0.25625259 0.33678968 0.41504999 0.44207443 0.38559674
 0.28468744 0.24458865 0.3517167  0.58235347 0.80508203 0.88845344
 0.81129572 0.66603202 0.5599663  0.52616152 0.53194676 0.55205805
 0.60290802 0.69632251 0.78240973 0.77027386 0.61806416 0.39174519
 0.21944137 0.18311685 0.25639669 0.34328334 0.36699831 0.32006915
 0.24391725 0.17904047 0.13784615 0.11104291 0.08690184 0.06665802
 0.07122719 0.13203522 0.26080964 0.41844056 0.52348667 0.51299011
 0.40626414 0.30099947 0.29297808 0.39585987 0.54305943 0.66368647
 0.7420391  0.79649762 0.81843031 0.76363675 0.61887496 0.45939897
 0.40819284 0.52033659 0.71417444 0.83203223 0.77583802 0.58341061
 0.37773434 0.25382155 0.21806088 0.22086134 0.22354883 0.22472554
 0.23634208 0.25468727 0.25999942 0.23504579 0.17833275 0.10653015
 0.05269898 0.05639947 0.13827971 0.2744417  0.40329349 0.47128819
 0.47532197 0.45420758 0.43906209 0.42548923 0.40483743 0.4108011
 0.50576305 0.70204176 0.90760192 0.97971107 0.85319516 0.61361882
 0.43067555 0.41240974 0.52423622 0.64415299 0.68208491 0.63817113
 0.56039831 0.47475358 0.37240215 0.25246392 0.15130913 0.1165261
 0.15833956 0.23647632 0.29394266 0.29790672 0.25149743 0.18014389
 0.11536337 0.08384832 0.09663578 0.14366188 0.20681811 0.28344468
 0.38776526 0.51664911 0.61872762 0.6214187  0.50920751 0.3707122
 0.34325151 0.49010783 0.73188371 0.90988067 0.92290706 0.80118598
 0.6521998  0.55146595 0.4981218  0.46439634 0.45616763 0.50218443
 0.59165283]",xTiPPxTxPPyTiPPyTyPPzTiPPzTz,"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","{'yTi': 6.484220205498312, 'xTi': -0.9828895868309395, 'xTx': 6.723223528628468, 'zTz': 1.6034234519563935, 'zTi': 0.9647779048920114, 'yTy': 2.7377867056770397}"
1,"[0.0, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 1.0, 1.05, 1.1, 1.15, 1.2, 1.25, 1.3, 1.35, 1.4, 1.45, 1.5, 1.55, 1.6, 1.65, 1.7, 1.75, 1.8, 1.85, 1.9, 1.95, 2.0, 2.05, 2.1, 2.15, 2.2, 2.25, 2.3, 2.35, 2.4, 2.45, 2.5, 2.55, 2.6, 2.65, 2.7, 2.75, 2.8, 2.85, 2.9, 2.95, 3.0, 3.05, 3.1, 3.15, 3.2, 3.25, 3.3, 3.35, 3.4, 3.45, 3.5, 3.55, 3.6, 3.65, 3.7, 3.75, 3.8, 3.85, 3.9, 3.95, 4.0, 4.05, 4.1, 4.15, 4.2, 4.25, 4.3, 4.35, 4.4, 4.45, 4.5, 4.55, 4.6, 4.65, 4.7, 4.75, 4.8, 4.85, 4.9, 4.95, 5.0, 5.05, 5.1, 5.15, 5.2, 5.25, 5.3, 5.35, 5.4, 5.45, 5.5, 5.55, 5.6, 5.65, 5.7, 5.75, 5.8, 5.85, 5.9, 5.95, 6.0, 6.05, 6.1, 6.15, 6.2, 6.25, 6.3, 6.35, 6.4, 6.45, 6.5, 6.55, 6.6, 6.65, 6.7, 6.75, 6.8, 6.85, 6.9, 6.95, 7.0, 7.05, 7.1, 7.15, 7.2, 7.25, 7.3, 7.35, 7.4, 7.45, 7.5, 7.55, 7.6, 7.65, 7.7, 7.75, 7.8, 7.85, 7.9, 7.95, 8.0, 8.05, 8.1, 8.15, 8.2, 8.25, 8.3, 8.35, 8.4, 8.45, 8.5, 8.55, 8.6, 8.65, 8.7, 8.75, 8.8, 8.85, 8.9, 8.95, 9.0, 9.05, 9.1, 9.15, 9.2, 9.25, 9.3, 9.35, 9.4, 9.45, 9.5, 9.55, 9.6, 9.65, 9.7, 9.75, 9.8, 9.85, 9.9, 9.95, 10.0, 10.05, 10.1, 10.15, 10.2, 10.25, 10.3, 10.35, 10.4, 10.45, 10.5, 10.55, 10.6, 10.65, 10.7, 10.75, 10.8, 10.85, 10.9, 10.95, 11.0, 11.05, 11.1, 11.15, 11.2, 11.25, 11.3, 11.35, 11.4, 11.45, 11.5, 11.55, 11.6, 11.65, 11.7, 11.75, 11.8, 11.85, 11.9, 11.95, 12.0, 12.05, 12.1, 12.15, 12.2, 12.25, 12.3, 12.35, 12.4, 12.45, 12.5, 12.55, 12.6, 12.65, 12.7, 12.75, 12.8, 12.85, 12.9, 12.95, 13.0, 13.05, 13.1, 13.15, 13.2, 13.25, 13.3, 13.35, 13.4, 13.45, 13.5, 13.55, 13.6, 13.65, 13.7, 13.75, 13.8, 13.85, 13.9, 13.95, 14.0, 14.05, 14.1, 14.15, 14.2, 14.25, 14.3, 14.35, 14.4, 14.45, 14.5, 14.55, 14.6, 14.65, 14.7, 14.75, 14.8, 14.85, 14.9, 14.95, 15.0]",reduced_nv_experiment,/home/bf16951/Dropbox/QML_share_stateofart/QMD/Launch/Results/Oct_07/17_11/,sim_2,1.0,"[1.         0.89677745 0.66476225 0.46525835 0.4026555  0.45496947
 0.52904566 0.56105158 0.55304613 0.52848446 0.48249352 0.39111152
 0.2582803  0.1331807  0.07318631 0.09521822 0.16670101 0.23711723
 0.27187807 0.26274837 0.22195013 0.17403653 0.1447434  0.14526526
 0.16727523 0.20235304 0.26628441 0.38829466 0.56139299 0.71052084
 0.73671653 0.61416229 0.43986694 0.36619132 0.4682899  0.67728321
 0.84758277 0.88651076 0.81407768 0.70701938 0.6095186  0.51452809
 0.41899522 0.36388225 0.39716376 0.50356789 0.59329665 0.57439058
 0.43505852 0.25102958 0.11629167 0.07163801 0.09340479 0.1340196
 0.16329653 0.17908861 0.19476512 0.2218274  0.25566931 0.27159197
 0.24346587 0.18061202 0.14541896 0.214482   0.40265464 0.62610022
 0.75805658 0.73568584 0.61257414 0.50227484 0.47463292 0.51459399
 0.57489272 0.64345596 0.73790041 0.84149167 0.87737943 0.7740455
 0.55622727 0.35019178 0.28148785 0.36482174 0.49732758 0.55642049
 0.49919707 0.37353963 0.25233959 0.17120395 0.12268965 0.08929995
 0.06878499 0.07320598 0.11518243 0.19495369 0.29047618 0.35751776
 0.35333773 0.27707855 0.18766347 0.16671932 0.25063382 0.39966029
 0.53956542 0.63012574 0.68287721 0.71404052 0.70267335 0.61931458
 0.49488187 0.43258639 0.52160525 0.73337317 0.92082809 0.93874619
 0.77012579 0.53297861 0.3675343  0.3234907  0.35116644 0.37988632
 0.38461629 0.37964439 0.37210194 0.34300837 0.27322929 0.17351126
 0.08137908 0.03369903 0.04640291 0.11251388 0.20681759 0.29186451
 0.33392076 0.32634825 0.29588674 0.2767641  0.27835832 0.28857886
 0.31226202 0.38955036 0.55250166 0.75866457 0.8901359  0.84776755
 0.65621056 0.46271403 0.41505676 0.53481864 0.71113326 0.81287946
 0.79708717 0.71086569 0.61112633 0.50847856 0.39164046 0.28126162
 0.23151385 0.27255888 0.36552653 0.42740877 0.40080324 0.29609769
 0.17118009 0.0808232  0.04616374 0.05844434 0.09700893 0.14403233
 0.19421745 0.25625251 0.33678959 0.41504993 0.44207441 0.38559676
 0.28468748 0.24458867 0.35171671 0.58235348 0.80508203 0.88845342
 0.8112957  0.66603201 0.55996634 0.5261616  0.53194686 0.55205811
 0.60290802 0.69632248 0.7824097  0.77027385 0.61806415 0.39174519
 0.21944138 0.18311687 0.2563967  0.34328333 0.36699826 0.32006907
 0.24391716 0.17904039 0.13784609 0.11104288 0.08690183 0.06665801
 0.07122717 0.13203517 0.26080957 0.41844049 0.52348662 0.51299007
 0.40626413 0.30099948 0.29297812 0.39585993 0.54305948 0.66368648
 0.74203907 0.79649758 0.8184303  0.7636368  0.61887503 0.45939905
 0.40819289 0.52033663 0.71417446 0.83203222 0.77583798 0.58341056
 0.37773431 0.25382155 0.21806091 0.22086137 0.22354883 0.2247255
 0.236342   0.25468719 0.25999933 0.23504572 0.1783327  0.10653012
 0.05269897 0.05639945 0.13827969 0.27444166 0.40329343 0.47128813
 0.47532191 0.45420754 0.4390621  0.42548928 0.4048375  0.41080115
 0.50576306 0.70204174 0.90760191 0.97971107 0.85319517 0.61361885
 0.43067559 0.41240981 0.5242363  0.64415304 0.68208491 0.63817108
 0.56039825 0.47475354 0.37240215 0.25246394 0.15130914 0.1165261
 0.15833954 0.23647627 0.29394258 0.29790663 0.25149734 0.18014382
 0.11536333 0.0838483  0.09663577 0.14366188 0.2068181  0.28344464
 0.38776519 0.51664904 0.61872758 0.62141871 0.50920755 0.37071225
 0.34325155 0.49010787 0.73188374 0.90988068 0.92290704 0.80118595
 0.6521998  0.55146599 0.49812188 0.46439642 0.45616767 0.50218443
 0.59165279]",xTiPPxTxPPyTiPPyTyPPzTiPPzTz,"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","{'yTi': 6.484220205498312, 'xTi': -0.9828895868309395, 'xTx': 6.723223528628468, 'yTy': 2.7377867056770397, 'zTi': 0.9647779048920114, 'zTz': 1.6034234519563935}"
